feature_type,n_features,source_auc,source_accuracy,source_f1,target_baseline_auc,target_tca_auc,target_sa_auc,target_coral_auc,target_kmm_auc,tca_improvement,sa_improvement,coral_improvement,kmm_improvement
best24,24,0.8370069112174375,0.7558620689655173,0.8188839272226547,0.6454153846153846,0.6520615384615385,0.6137846153846154,0.6548923076923076,0.6667076923076922,0.006646153846153857,-0.03163076923076924,0.009476923076922938,0.02129230769230761
best25,25,0.833083466241361,0.7424137931034483,0.8088671019426714,0.6534153846153846,0.6464,0.6365538461538461,0.6542769230769231,0.6684307692307692,-0.0070153846153846455,-0.016861538461538483,0.0008615384615384691,0.015015384615384542
best26,26,0.835672514619883,0.7388505747126437,0.8047032832398686,0.6521846153846154,0.6578461538461539,0.6135384615384616,0.6486153846153846,0.6690461538461537,0.005661538461538496,-0.038646153846153775,-0.003569230769230769,0.016861538461538372
best27,27,0.8347102604997343,0.745632183908046,0.8102536805549718,0.6523076923076923,0.6547692307692307,0.6201846153846153,0.6509538461538462,0.6366769230769231,0.002461538461538404,-0.03212307692307692,-0.001353846153846039,-0.015630769230769115
best28,28,0.8333280170122276,0.7525287356321839,0.8193911920521701,0.6345846153846154,0.6727384615384615,0.6438153846153846,0.6588307692307693,0.6761846153846154,0.038153846153846094,0.009230769230769154,0.024246153846153917,0.04159999999999997
best29,29,0.828729399255715,0.7559770114942529,0.8206555872163953,0.6388923076923076,0.6727384615384615,0.596676923076923,0.6280615384615384,0.7042461538461537,0.03384615384615386,-0.042215384615384655,-0.0108307692307692,0.0653538461538461
best30,30,0.8260446570972887,0.7557471264367817,0.8197150407827418,0.6347076923076923,0.6745846153846153,0.5837538461538461,0.6395076923076922,0.5916307692307692,0.03987692307692303,-0.05095384615384624,0.0047999999999999154,-0.043076923076923124
best31,31,0.8236044657097288,0.7522988505747127,0.8166381177058188,0.6348307692307692,0.6595692307692306,0.5879384615384615,0.6529230769230769,0.6710153846153846,0.024738461538461376,-0.04689230769230768,0.01809230769230774,0.03618461538461537
best32,32,0.8240616693248273,0.7421839080459771,0.8100396201691062,0.6406153846153846,0.6611692307692306,0.6011076923076922,0.6621538461538462,0.5165538461538461,0.020553846153846034,-0.039507692307692355,0.021538461538461617,-0.12406153846153845
best33,33,0.8227006911217438,0.7522988505747128,0.8188290420020061,0.6422153846153846,0.6611692307692307,0.5958153846153846,0.6576,0.4994461538461538,0.0189538461538461,-0.0464,0.01538461538461533,-0.14276923076923081
best34,34,0.8207123870281766,0.7489655172413794,0.8169492082494674,0.6387692307692306,0.6323692307692308,0.6019692307692307,0.6541538461538462,0.6033230769230767,-0.00639999999999985,-0.036799999999999944,0.015384615384615552,-0.035446153846153905
best35,35,0.8156140350877192,0.7388505747126437,0.809218026304034,0.6406153846153846,0.64,0.5927384615384615,0.6594461538461538,0.5766153846153846,-0.0006153846153845732,-0.04787692307692304,0.018830769230769207,-0.06399999999999995
best36,36,0.8152259436469963,0.7319540229885058,0.8034826506868,0.6369230769230768,0.6475076923076923,0.5810461538461539,0.6569846153846154,0.6226461538461538,0.010584615384615526,-0.055876923076922935,0.020061538461538575,-0.014276923076922965
best37,37,0.8176448697501328,0.7352873563218391,0.805311143712941,0.6297846153846153,0.639876923076923,0.5843692307692308,0.6588307692307692,0.6424615384615384,0.010092307692307734,-0.045415384615384524,0.029046153846153944,0.012676923076923141
best38,38,0.8162094630515682,0.7386206896551725,0.8092537591200871,0.6335999999999999,0.6407384615384616,0.588923076923077,0.6566153846153847,0.0,0.007138461538461649,-0.04467692307692295,0.02301538461538477,0.0
best39,39,0.8146836788942051,0.7354022988505748,0.8074359373022654,0.6302769230769231,0.6345846153846154,0.5821538461538461,0.6563692307692307,0.6518153846153846,0.004307692307692346,-0.048123076923076935,0.026092307692307637,0.021538461538461506
best40,40,0.8127910685805422,0.749080459770115,0.8164722946120502,0.630523076923077,0.6443076923076922,0.5705846153846154,0.6585846153846153,0.5917538461538461,0.013784615384615284,-0.05993846153846161,0.02806153846153836,-0.03876923076923089
best41,41,0.8169803296119085,0.7424137931034483,0.8124107708076421,0.6226461538461537,0.6184615384615384,0.6083692307692307,0.6508307692307692,0.0,-0.004184615384615342,-0.014276923076923076,0.028184615384615475,0.0
best42,42,0.8129771398192451,0.7355172413793103,0.807878857636448,0.6264615384615385,0.6161230769230769,0.5817846153846153,0.6494769230769232,0.6688000000000001,-0.01033846153846163,-0.04467692307692317,0.02301538461538466,0.04233846153846155
best43,43,0.8109463051568315,0.7388505747126437,0.8111805539816224,0.6285538461538461,0.614523076923077,0.584123076923077,0.641723076923077,0.0,-0.01403076923076918,-0.04443076923076916,0.013169230769230822,0.0
best44,44,0.8141520467836256,0.7320689655172414,0.8037314838609697,0.6283076923076922,0.6158769230769231,0.6110769230769231,0.6217846153846154,0.6228923076923076,-0.012430769230769134,-0.01723076923076916,-0.006523076923076854,-0.0054153846153846
best45,45,0.8141520467836256,0.7355172413793103,0.8074359373022654,0.6312615384615384,0.6182153846153846,0.6035692307692306,0.6243692307692308,0.6228923076923076,-0.013046153846153818,-0.027692307692307794,-0.006892307692307642,-0.008369230769230795
best46,46,0.8103455608718766,0.728735632183908,0.803099555603311,0.6295384615384614,0.6136615384615385,0.6456615384615384,0.6216615384615385,0.6507076923076923,-0.0158769230769229,0.016123076923077018,-0.007876923076922893,0.02116923076923094
best47,47,0.808240297713982,0.7254022988505747,0.7991689739898027,0.6301538461538461,0.6161230769230769,0.6422153846153845,0.6289230769230769,0.0,-0.01403076923076918,0.012061538461538457,-0.0012307692307691465,0.0
best48,48,0.8086975013290804,0.7320689655172414,0.8059928041010135,0.6295384615384616,0.6084923076923076,0.6212923076923077,0.6284307692307691,0.0,-0.021046153846154048,-0.008246153846153903,-0.001107692307692476,0.0
best49,49,0.8102977139819245,0.7319540229885059,0.8032864682901935,0.6274461538461538,0.608123076923077,0.6228923076923077,0.6518153846153846,0.607876923076923,-0.019323076923076776,-0.0045538461538460195,0.02436923076923081,-0.019569230769230783
best50,50,0.8069484316852739,0.7286206896551726,0.8013436812939959,0.6323692307692308,0.6089846153846153,0.6339692307692306,0.6611692307692307,0.6,-0.023384615384615448,0.0015999999999998238,0.028799999999999937,-0.03236923076923082
best51,51,0.8093407761828815,0.7285057471264368,0.7998624467196214,0.6315076923076923,0.6052923076923076,0.6355692307692308,0.6477538461538461,0.0,-0.02621538461538475,0.00406153846153845,0.0162461538461538,0.0
best52,52,0.8107814992025517,0.7218390804597702,0.796845646910378,0.6301538461538462,0.6076307692307691,0.6404923076923077,0.6583384615384615,0.0,-0.02252307692307709,0.010338461538461519,0.028184615384615364,0.0
best53,53,0.8083200425305688,0.7320689655172414,0.804420604370919,0.6258461538461538,0.6078769230769231,0.6386461538461539,0.6504615384615384,0.6327384615384616,-0.017969230769230737,0.012800000000000034,0.024615384615384595,0.006892307692307753
best54,54,0.8024667729930888,0.7251724137931036,0.800437248545458,0.6304,0.635076923076923,0.6384,0.6459076923076923,0.0,0.004676923076923023,0.008000000000000007,0.015507692307692333,0.0
best55,55,0.8054332801701223,0.7183908045977012,0.7944272422915493,0.6338461538461538,0.6363076923076924,0.6436923076923077,0.6482461538461538,0.5879384615384614,0.002461538461538515,0.009846153846153838,0.014399999999999968,-0.04590769230769243
best56,56,0.8015311004784689,0.7218390804597702,0.7966494645137715,0.6289230769230769,0.6413538461538462,0.6461538461538462,0.6427076923076923,0.5907692307692307,0.012430769230769245,0.01723076923076927,0.013784615384615395,-0.038153846153846205
best57,57,0.805699096225412,0.7251724137931035,0.7983916247925171,0.6333538461538462,0.6424615384615385,0.6571076923076923,0.6441846153846154,0.6034461538461537,0.009107692307692372,0.023753846153846125,0.0108307692307692,-0.029907692307692413
best58,58,0.8051515151515153,0.7218390804597702,0.7966494645137715,0.6344615384615384,0.6386461538461538,0.6428307692307693,0.657846153846154,0.0,0.004184615384615342,0.008369230769230906,0.02338461538461556,0.0
